0,1266,275,1360,360
0,127,444,624,651
0,868,165,940,217
0,910,219,1003,307
0,1130,173,1220,241
0,1014,126,1095,189
0,1093,335,1366,509
0,1310,102,1373,131
1,872,167,942,217
1,906,221,1000,310
1,193,442,689,650
1,1265,273,1359,352
1,1122,168,1213,238
1,1005,123,1087,186
1,1311,102,1371,131
1,798,120,859,173
1,819,126,859,173
1,674,25,775,80
2,873,169,945,220
2,264,440,754,645
2,903,224,1000,313
2,1115,165,1207,235
2,1268,265,1359,338
2,999,126,1080,183
2,805,124,863,176
2,1311,102,1370,131
2,674,25,775,81
3,875,169,947,224
3,1109,166,1203,232
3,903,225,999,316
3,331,441,822,642
3,994,127,1073,180
3,1264,260,1357,326
3,992,127,1035,179
3,805,123,864,178
3,1310,103,1376,131
4,1104,162,1196,228
4,876,171,949,227
4,396,437,880,638
4,901,228,998,320
4,986,121,1070,178
4,812,124,868,178
4,1259,258,1356,322
5,464,434,938,635
5,881,173,952,228
5,982,121,1062,176
5,899,229,996,324
5,1100,159,1188,225
5,1251,255,1346,326
5,1224,310,1423,460
5,810,123,871,177
6,530,431,997,631
6,978,120,1056,174
6,1243,251,1336,323
6,894,235,998,328
6,882,177,954,230
6,1093,157,1183,222
6,810,125,874,180
6,1311,104,1374,131
7,588,429,1054,628
7,883,177,956,233
7,892,240,997,333
7,1238,245,1336,317
7,971,119,1047,173
7,1090,156,1175,218
7,812,125,875,180
7,1257,298,1429,444
7,1311,104,1374,131
8,885,178,958,235
8,654,424,1106,621
8,885,237,994,335
8,1232,242,1328,312
8,1082,151,1169,216
8,1269,292,1427,438
8,968,116,1041,172
8,809,124,878,188
8,1311,103,1374,131
9,886,181,961,240
9,709,421,1152,616
9,1225,239,1324,312
9,879,241,993,340
9,957,114,1036,171
9,1079,150,1161,214
9,1279,287,1427,431
9,822,127,883,183
9,1310,102,1371,131
9,672,25,768,81
10,768,418,1193,611
10,1220,235,1319,303
10,1072,150,1156,212
10,875,243,992,345
10,890,182,962,240
10,954,115,1027,169
10,826,128,887,187
10,1310,103,1367,131
10,669,25,776,81
11,820,416,1238,604
11,1213,232,1314,297
11,1295,282,1421,414
11,1066,150,1150,209
11,948,112,1019,167
11,868,244,988,346
11,891,186,965,244
11,824,129,891,189
11,1310,103,1367,131
11,671,26,770,80
12,876,412,1282,597
12,864,246,983,348
12,1302,280,1421,406
12,1206,231,1303,292
12,1061,149,1143,204
12,943,108,1015,166
12,827,134,894,191
12,671,26,775,81
12,1310,102,1369,131
13,927,407,1314,590
13,857,251,982,356
13,935,108,1007,163
13,1201,228,1295,286
13,1054,145,1138,203
13,1304,273,1421,401
13,893,185,970,248
13,828,134,896,191
13,672,26,769,81
14,974,396,1345,584
14,1049,143,1133,202
14,850,250,981,359
14,1196,221,1288,283
14,898,189,971,251
14,1302,268,1421,394
14,832,133,900,192
14,932,108,1002,161
15,1022,389,1375,579
15,844,250,980,360
15,1188,216,1280,278
15,1044,142,1124,200
15,900,191,973,251
15,921,104,995,161
15,1300,267,1420,388
15,834,132,902,193
16,1061,390,1404,570
16,1183,213,1273,275
16,900,192,975,253
16,1042,140,1121,195
16,833,255,976,367
16,922,105,988,157
16,836,138,904,195
16,1296,258,1418,381
17,1104,388,1422,560
17,825,262,970,371
17,899,196,977,259
17,1177,212,1266,271
17,913,103,982,155
17,1288,254,1413,372
17,1036,138,1114,192
18,1138,385,1442,554
18,902,200,982,263
18,815,262,966,372
18,1280,252,1409,367
18,840,136,910,199
18,1029,134,1108,191
18,1172,208,1259,265
18,914,104,974,156
19,1173,379,1462,544
19,901,200,982,264
19,803,266,961,379
19,846,136,913,201
19,1164,206,1250,262
19,1024,136,1102,190
19,1275,244,1400,361
19,903,105,967,153
20,1203,376,1477,535
20,901,201,983,266
20,794,268,958,382
20,1019,131,1095,187
20,1160,203,1240,259
20,847,141,917,201
20,1273,242,1398,355
20,896,100,963,152
21,1233,370,1490,528
21,1153,199,1236,255
21,782,269,954,384
21,902,205,983,268
21,848,141,920,202
21,1012,130,1086,185
21,1262,236,1390,347
21,892,102,955,150
21,670,25,765,87
22,1259,362,1502,519
22,1147,195,1228,251
22,906,205,984,272
22,1005,129,1080,180
22,851,145,923,204
22,1252,234,1382,342
22,771,270,949,384
23,1281,357,1508,510
23,906,208,986,274
23,757,271,945,390
23,1140,193,1222,250
23,854,150,925,206
23,1001,129,1072,179
23,1247,231,1373,336
23,876,101,943,148
24,1305,353,1518,503
24,907,211,989,276
24,744,270,939,394
24,1138,191,1217,243
24,998,127,1069,177
24,856,148,929,209
24,1315,104,1375,131
24,872,100,936,148
25,1324,350,1525,498
25,909,214,991,280
25,730,273,921,396
25,1129,187,1209,240
25,991,128,1064,178
25,1244,222,1360,326
25,1314,105,1377,131
25,859,147,930,213
25,864,98,928,143
25,487,69,526,106
26,1341,346,1532,489
26,909,215,991,284
26,1125,184,1200,237
26,715,276,921,403
26,858,151,931,214
26,990,129,1059,177
26,861,96,921,141
26,1223,220,1344,314
26,488,71,532,107
26,1312,104,1377,131
27,1354,339,1534,481
27,696,277,914,407
27,909,219,991,287
27,861,155,934,216
27,1115,181,1190,234
27,979,127,1052,174
27,1216,213,1337,312
27,852,97,914,140
27,491,70,534,106
27,1312,104,1373,131
28,911,221,991,289
28,1367,331,1535,476
28,863,155,938,217
28,1107,179,1185,228
28,677,280,906,410
28,1209,210,1332,309
28,975,128,1044,172
28,1311,103,1372,131
28,495,70,540,105
28,849,94,909,139
29,1378,330,1534,470
29,1104,176,1177,226
29,663,282,893,414
29,908,223,991,292
29,865,156,944,220
29,967,124,1038,171
29,0,662,77,826
29,1202,206,1324,303
29,500,71,546,107
29,1311,104,1370,131
29,838,92,905,139
30,909,224,992,296
30,645,284,886,418
30,868,157,944,222
30,1385,324,1537,463
30,0,631,148,843
30,1096,172,1170,222
30,961,119,1032,168
30,1194,204,1313,296
30,500,72,549,107
30,838,92,898,136
31,908,227,993,298
31,0,609,230,905
31,1090,170,1163,218
31,625,285,875,423
31,1187,197,1304,297
31,869,157,947,226
31,1392,321,1529,455
31,953,119,1026,167
32,0,609,314,920
32,908,230,993,300
32,1398,319,1528,448
32,1086,168,1156,215
32,607,288,866,425
32,1182,199,1294,289
32,870,159,947,226
32,954,117,1018,166
32,492,72,561,109
33,0,615,404,935
33,910,232,994,304
33,1401,318,1525,441
33,872,156,948,226
33,1176,193,1287,286
33,585,288,852,429
33,1080,167,1152,214
33,949,113,1013,163
33,1312,104,1373,131
33,818,90,877,132
34,0,618,502,951
34,908,233,994,308
34,569,292,839,430
34,1076,163,1144,209
34,1404,312,1526,434
34,1168,191,1279,280
34,875,161,951,230
34,942,114,1010,162
34,813,89,869,130
34,1313,104,1372,131
34,530,76,575,109
34,501,76,578,112
35,905,236,994,311
35,541,295,829,433
35,0,626,605,969
35,1068,160,1135,206
35,1399,309,1524,429
35,876,162,955,235
35,1160,188,1270,276
35,936,113,1004,157
35,804,89,864,130
35,1314,105,1372,131
36,0,637,719,984
36,904,238,994,313
36,1060,158,1130,204
36,879,164,957,239
36,1395,303,1523,423
36,519,299,813,437
36,927,113,995,157
36,1155,183,1265,271
36,798,88,859,128
36,1313,105,1371,131
37,904,241,992,315
37,76,644,838,1004
37,880,164,959,240
37,1054,158,1123,202
37,1390,299,1518,419
37,492,301,799,441
37,923,112,987,155
37,789,87,852,126
37,1148,182,1254,266
38,178,651,962,1024
38,880,165,960,241
38,901,244,992,318
38,919,112,982,154
38,1383,295,1513,411
38,468,304,782,444
38,1142,179,1242,262
38,1045,156,1115,200
38,1312,103,1370,131
38,782,87,845,124
39,284,667,1093,1044
39,883,166,961,241
39,900,245,992,321
39,1040,155,1107,197
39,445,307,766,448
39,1376,290,1508,405
39,914,109,973,152
39,1139,178,1237,261
39,774,84,837,125
39,1312,103,1374,131
40,401,671,1233,1062
40,420,308,752,449
40,898,245,992,323
40,1036,150,1102,194
40,882,171,964,245
40,1368,288,1506,398
40,1134,175,1231,258
40,907,107,968,151
40,766,83,833,125
40,1310,103,1375,131
41,528,694,1377,1076
41,885,173,965,250
41,1031,148,1095,190
41,1368,284,1497,392
41,896,247,991,325
41,394,309,732,450
41,763,82,823,121
41,1125,171,1223,251
41,1311,103,1371,131
42,897,247,992,330
42,666,705,1532,1076
42,1024,145,1087,189
42,886,172,966,251
42,1354,279,1488,386
42,1121,169,1217,248
42,369,310,710,454
42,894,106,959,151
42,762,83,816,123
42,574,82,624,118
43,809,728,1689,1075
43,896,248,992,333
43,1020,145,1080,188
43,1348,275,1484,381
43,340,313,693,455
43,887,173,971,251
43,1116,165,1211,245
43,758,81,810,122
43,889,103,951,146
43,1312,105,1376,131
44,964,734,1851,1079
44,314,315,669,458
44,1012,143,1073,184
44,1343,271,1473,376
44,895,254,992,336
44,1111,163,1202,241
44,756,79,804,120
44,887,174,971,255
44,886,106,945,145
44,1313,105,1376,131
45,1128,762,1919,1080
45,1005,143,1068,180
45,1334,266,1464,370
45,893,254,991,338
45,287,319,647,459
45,1104,163,1194,238
45,877,104,936,143
45,889,176,973,255
45,1313,105,1376,131
46,1299,779,1919,1072
46,1099,159,1190,233
46,1000,142,1058,178
46,1322,262,1460,362
46,256,320,622,462
46,874,102,934,143
46,892,259,988,340
46,889,178,975,258
46,509,325,623,409
47,1313,258,1445,356
47,992,142,1051,176
47,1476,797,1919,1073
47,889,262,987,343
47,1093,158,1181,231
47,866,103,927,142
47,1310,102,1372,131
47,889,181,978,262
48,1305,254,1437,351
48,888,260,987,346
48,982,138,1044,176
48,859,101,919,141
48,1657,790,1919,1073
48,1311,102,1373,131
48,1089,156,1174,227
48,891,181,979,266
48,720,73,766,116
48,616,92,658,123
49,856,104,915,141
49,979,134,1037,175
49,1833,869,1918,1075
49,1294,253,1429,345
49,886,262,986,347
49,1082,154,1167,222
49,717,73,764,116
49,622,93,664,124
49,1311,102,1370,131
50,1290,246,1418,343
50,974,134,1032,173
50,1079,152,1163,219
50,851,103,912,140
50,885,264,986,349
50,893,188,985,269
50,627,93,674,126
50,712,77,758,116
51,1074,152,1156,218
51,1279,244,1404,336
51,883,265,986,354
51,966,134,1025,170
51,845,99,905,138
51,636,95,680,126
51,896,190,986,272
51,706,79,756,114
51,1312,104,1369,131
52,882,268,983,355
52,1069,150,1151,215
52,1273,240,1395,331
52,959,131,1018,168
52,840,98,899,136
52,895,189,989,275
52,640,98,687,128
53,880,269,984,359
53,1063,146,1143,212
53,953,133,1012,166
53,1265,237,1385,327
53,832,97,889,133
53,647,94,692,127
53,900,189,991,280
54,878,272,982,360
54,949,130,1005,166
54,1056,143,1136,208
54,900,191,990,280
54,1262,234,1376,322
54,827,96,884,133
54,653,93,697,127
54,693,78,734,111
55,875,270,982,361
55,1047,143,1132,205
55,900,191,990,278
55,822,94,880,132
55,1244,230,1364,315
55,658,91,701,127
55,940,130,1001,167
55,1312,103,1373,131
55,669,75,732,118
56,875,270,981,362
56,901,193,993,281
56,1236,229,1353,312
56,1041,141,1123,202
56,936,126,991,163
56,661,91,711,129
56,1311,103,1372,132
56,814,90,870,131
56,1262,97,1311,130
57,874,272,982,362
57,928,125,983,159
57,901,195,991,284
57,1038,140,1118,200
57,806,92,864,130
57,1230,223,1344,308
57,1310,103,1368,131
57,662,80,716,131
57,0,329,312,464
57,1261,97,1308,130
58,872,272,980,364
58,902,196,993,287
58,0,655,98,838
58,919,123,977,157
58,1223,221,1335,304
58,1034,137,1112,199
58,1311,103,1369,131
58,676,97,722,133
58,0,331,278,463
58,803,92,859,130
59,871,274,980,365
59,0,627,177,876
59,904,196,995,292
59,1214,215,1326,299
59,1028,135,1105,195
59,915,119,970,155
59,1312,104,1371,132
59,681,100,728,135
59,793,91,853,128
60,871,275,980,366
60,0,597,262,901
60,910,118,965,156
60,905,197,995,293
60,1022,133,1098,193
60,1217,213,1318,295
60,686,98,734,134
60,0,840,53,1033
60,1309,103,1369,131
60,786,92,843,128
61,0,587,348,914
61,870,276,982,368
61,1017,127,1095,190
61,903,116,960,153
61,906,202,995,290
61,691,96,742,137
61,1203,209,1310,292
61,0,766,100,1059
61,785,91,842,127
61,1310,104,1367,131
62,1,601,438,928
62,906,199,996,295
62,868,276,977,369
62,900,116,953,151
62,0,345,152,466
62,1011,128,1086,189
62,1197,207,1301,286
62,699,102,748,139
62,782,91,835,124
62,1312,104,1370,131
63,1,611,535,945
63,1003,127,1082,187
63,905,202,998,297
63,868,276,977,370
63,893,113,945,149
63,1202,205,1294,284
63,0,346,121,466
63,1311,104,1370,131
63,0,719,202,1080
63,704,103,754,141
63,774,90,827,124
64,867,277,975,369
64,905,205,996,298
64,1,617,643,960
64,999,128,1072,184
64,885,113,939,148
64,1183,202,1288,280
64,0,348,86,464
64,709,100,756,142
64,1311,103,1370,131
64,0,732,255,1080
64,768,90,821,126
65,864,278,978,371
65,37,628,751,976
65,992,126,1069,180
65,1174,201,1274,274
65,904,203,997,294
65,879,109,935,147
65,0,346,52,447
65,714,99,760,143
65,1310,102,1369,131
65,764,89,817,127
65,749,87,816,131
66,987,126,1061,178
66,865,279,973,373
66,904,208,996,299
66,91,636,867,995
66,1171,198,1267,272
66,877,109,926,144
66,1310,103,1369,131
66,720,105,762,146
66,1,549,362,1072
66,762,87,809,124
67,981,123,1057,178
67,866,282,973,373
67,184,649,989,1009
67,863,110,918,145
67,1161,190,1262,267
67,904,206,998,305
67,0,493,422,1068
67,1310,104,1369,131
67,745,84,804,129
67,728,82,805,136
68,862,282,973,374
68,978,120,1046,175
68,1154,189,1252,264
68,279,663,1116,1029
68,903,208,996,307
68,860,108,914,142
68,0,436,482,1071
68,1310,104,1369,131
69,862,282,973,373
69,396,672,1252,1049
69,1149,188,1247,262
69,902,212,996,308
69,973,122,1041,174
69,853,108,906,141
69,1311,104,1370,131
70,861,283,974,375
70,964,118,1035,172
70,903,211,1000,310
70,1147,186,1239,258
70,848,107,897,138
70,520,687,1394,1064
71,861,282,974,375
71,959,118,1031,170
71,903,212,1000,311
71,846,106,892,138
71,1142,183,1230,254
71,647,700,1540,1073
71,749,109,803,155
72,861,283,973,375
72,784,705,1695,1075
72,953,114,1024,169
72,1138,180,1225,249
72,837,106,888,137
72,899,212,1001,311
72,758,107,810,155
73,861,282,972,375
73,949,112,1018,166
73,1129,177,1220,247
73,827,103,883,136
73,903,214,997,313
73,762,110,812,155
73,929,727,1851,1074
73,712,79,757,116
74,862,282,972,375
74,943,112,1012,166
74,827,103,874,135
74,1125,176,1212,241
74,903,215,999,309
74,762,112,811,157
74,1087,739,1920,1079
74,705,81,755,117
74,1312,103,1373,130
75,862,282,971,376
75,936,108,1006,165
75,1250,750,1919,1078
75,1120,175,1204,239
75,899,217,999,308
75,765,117,816,158
75,820,102,864,133
75,1313,104,1373,130
75,544,50,600,97
76,1421,766,1920,1080
76,862,285,971,375
76,930,111,998,162
76,1119,173,1197,235
76,814,103,859,133
76,1313,104,1372,130
76,899,215,1000,312
76,691,83,745,117
76,905,216,996,272
77,1594,818,1919,1077
77,861,281,972,374
77,925,106,991,160
77,1111,166,1190,233
77,899,216,998,314
77,1313,104,1373,130
77,903,217,996,291
77,807,99,853,130
77,546,50,593,96
78,862,283,970,376
78,919,107,984,157
78,1106,164,1185,229
78,1771,830,1919,1076
78,899,218,997,316
78,1313,104,1373,130
78,0,667,123,816
78,904,218,995,276
78,541,52,588,93
79,862,282,973,375
79,0,630,218,825
79,1102,166,1179,227
79,915,105,978,155
79,897,217,995,313
80,0,623,314,846
80,862,280,974,376
80,1099,162,1174,224
80,906,106,971,155
80,901,217,995,312
80,906,216,994,277
80,1312,105,1370,131
81,0,631,419,866
81,862,282,973,376
81,901,105,964,153
81,1094,160,1168,220
81,903,217,997,311
81,908,216,992,279
81,1312,105,1371,131
82,0,643,528,898
82,894,105,960,151
82,862,282,973,376
82,1088,157,1163,217
82,658,68,712,107
82,904,217,994,277
82,903,218,996,313
82,823,131,863,172
83,72,655,647,916
83,862,282,974,376
83,890,102,952,149
83,820,129,865,175
83,1080,157,1157,214
83,902,217,996,316
83,1311,103,1371,131
83,905,216,992,274
84,146,666,768,935
84,862,284,975,376
84,1078,154,1152,214
84,885,103,945,146
84,819,128,870,178
84,901,216,994,316
84,1313,103,1372,131
84,905,216,992,286
85,226,682,900,975
85,863,284,973,376
85,1072,151,1146,211
85,879,103,937,145
85,823,129,875,178
85,894,216,994,313
85,1313,103,1373,132
85,904,217,992,268
86,328,693,1031,991
86,862,284,973,376
86,870,101,933,146
86,1067,152,1139,206
86,827,134,877,179
86,900,216,995,318
86,1313,104,1375,132
86,904,217,992,266
87,446,706,1166,1021
87,862,283,974,376
87,1062,149,1134,203
87,829,136,883,180
87,866,99,926,144
87,899,217,996,319
87,1313,103,1371,131
87,904,217,993,265
87,905,216,994,284
87,840,132,885,170
88,579,717,1304,1038
88,862,283,972,376
88,829,142,886,183
88,1056,146,1129,203
88,858,101,920,145
88,900,217,996,319
88,904,218,994,266
88,837,133,888,175
89,719,735,1446,1061
89,862,284,972,375
89,1051,144,1123,202
89,834,139,891,186
89,855,99,916,143
89,903,216,995,319
89,905,216,993,282
89,1312,103,1373,131
90,867,748,1586,1070
90,862,283,975,376
90,837,142,896,189
90,1047,143,1119,199
90,903,216,992,311
90,850,101,912,142
90,722,80,764,121
90,906,216,991,279
91,1025,764,1733,1072
91,862,283,975,376
91,1042,142,1112,196
91,842,142,902,187
91,904,217,994,318
91,843,100,904,139
91,906,217,991,265
91,717,76,764,119
91,1312,103,1372,131
92,1191,779,1856,1071
92,862,283,975,376
92,1037,140,1107,192
92,903,217,993,319
92,844,144,903,187
92,712,83,758,118
92,841,98,897,138
92,906,217,990,263
92,1310,103,1372,131
93,1359,794,1919,1071
93,862,284,976,376
93,847,143,910,188
93,833,97,891,137
93,1030,138,1101,191
93,902,217,992,311
93,1311,103,1372,131
93,705,89,749,118
93,904,217,991,260
94,1535,812,1919,1076
94,862,284,974,376
94,1025,136,1093,189
94,848,143,913,193
94,825,94,885,138
94,901,218,991,307
94,1312,104,1370,131
94,701,88,742,117
94,904,218,989,258
95,1711,839,1918,1077
95,861,285,973,376
95,853,143,916,195
95,1019,135,1087,186
95,823,97,882,136
95,901,217,993,308
95,1312,104,1370,131
95,904,218,989,258
96,861,283,972,377
96,1013,132,1082,183
96,855,146,919,197
96,814,93,874,133
96,900,217,998,309
96,1311,104,1369,131
96,904,217,991,260
97,861,284,975,376
97,1009,131,1075,179
